caseid,year,id,age,sex,educ,degree,rincome,gunlaw,gunsales
"2006 551",2006,551,62,1,16,3,12,1,0
"2006 552",2006,552,55,1,18,4,12,1,1
"2006 553",2006,553,36,1,18,4,12,1,0
"2006 554",2006,554,49,2,12,1,0,1,1
"2006 555",2006,555,89,1,10,0,0,0,0
"2006 556",2006,556,58,1,12,1,12,0,0
"2006 557",2006,557,29,1,17,3,0,0,0
"2006 558",2006,558,41,2,16,3,0,1,0
"2006 559",2006,559,60,1,14,2,12,0,2
"2006 560",2006,560,49,2,14,2,12,0,0
"2006 561",2006,561,26,2,11,0,2,0,5
"2006 562",2006,562,40,2,13,1,11,1,0
"2006 563",2006,563,27,1,14,1,11,0,0
"2006 564",2006,564,37,2,17,3,12,0,0
"2006 565",2006,565,56,1,14,2,13,2,0
"2006 566",2006,566,79,2,10,0,0,0,0
"2006 567",2006,567,41,1,12,1,13,0,0
"2006 568",2006,568,41,2,0,0,0,1,0
"2006 569",2006,569,45,1,12,1,98,0,0
"2006 570",2006,570,51,1,17,3,12,2,1
"2006 571",2006,571,60,1,17,4,8,0,1
"2006 572",2006,572,52,2,14,2,0,0,1
"2006 573",2006,573,25,2,17,1,0,1,1
"2006 574",2006,574,57,1,13,1,9,0,0
"2006 575",2006,575,19,2,12,1,0,1,1
"2006 576",2006,576,21,1,14,1,0,1,1
"2006 577",2006,577,88,2,13,1,0,0,0
"2006 578",2006,578,42,1,16,3,12,0,0
"2006 579",2006,579,23,1,12,1,12,0,0
"2006 580",2006,580,33,2,14,1,12,0,1
"2006 581",2006,581,54,1,15,1,99,0,8
"2006 582",2006,582,64,1,16,3,0,0,0
"2006 583",2006,583,54,2,14,1,12,2,1
"2006 584",2006,584,52,2,16,3,0,0,0
"2006 585",2006,585,37,2,14,1,12,0,0
"2006 586",2006,586,20,1,12,1,9,0,0
"2006 587",2006,587,20,2,12,1,8,0,0
"2006 588",2006,588,29,1,9,1,0,1,0
"2006 589",2006,589,22,1,16,1,12,1,0
"2006 590",2006,590,53,1,15,3,12,0,5
"2006 591",2006,591,25,2,12,1,0,1,0
"2006 592",2006,592,42,1,14,1,12,0,3
"2006 593",2006,593,57,2,16,4,0,1,0
"2006 594",2006,594,28,1,9,0,12,0,0
"2006 595",2006,595,43,2,11,0,9,1,1
"2006 596",2006,596,40,2,11,0,0,0,0
"2006 597",2006,597,49,2,12,1,10,0,0
"2006 598",2006,598,60,1,12,1,0,0,0
"2006 599",2006,599,54,1,12,1,0,0,0
"2006 600",2006,600,40,2,7,0,98,0,0
"2006 601",2006,601,41,2,16,2,13,0,0
"2006 602",2006,602,63,1,14,1,12,0,0
"2006 603",2006,603,36,2,12,1,9,1,0
"2006 604",2006,604,47,1,17,3,12,0,0
"2006 605",2006,605,64,2,12,1,12,1,0
"2006 606",2006,606,47,1,12,1,12,0,4
"2006 607",2006,607,44,1,13,1,0,1,0
"2006 608",2006,608,66,2,12,1,6,0,0
"2006 609",2006,609,47,1,12,1,12,0,0
"2006 610",2006,610,24,2,14,1,12,1,0
"2006 611",2006,611,48,2,12,1,0,1,0
"2006 612",2006,612,42,2,14,2,0,0,0
"2006 613",2006,613,75,1,12,1,0,1,0
"2006 614",2006,614,50,1,17,3,12,0,0
"2006 615",2006,615,49,2,16,3,12,1,1
"2006 616",2006,616,44,1,9,0,12,1,2
"2006 617",2006,617,49,1,12,1,0,0,0
"2006 618",2006,618,60,1,13,1,12,0,3
"2006 619",2006,619,34,2,19,4,12,1,1
"2006 620",2006,620,48,1,18,1,0,2,1
"2006 621",2006,621,50,1,15,1,10,1,0
"2006 622",2006,622,39,2,16,3,10,0,1
"2006 623",2006,623,49,1,18,3,12,0,1
"2006 624",2006,624,47,1,13,1,12,1,1
"2006 625",2006,625,55,2,18,4,12,1,0
"2006 626",2006,626,24,2,12,0,13,0,0
"2006 627",2006,627,54,2,14,2,12,1,0
"2006 628",2006,628,49,1,15,1,12,1,0
"2006 629",2006,629,36,1,14,1,0,1,2
"2006 630",2006,630,48,1,12,1,9,0,0
"2006 631",2006,631,35,2,16,3,13,0,9
"2006 632",2006,632,42,2,14,1,12,1,0
"2006 633",2006,633,64,2,13,1,12,1,1
"2006 634",2006,634,50,1,16,3,12,0,0
"2006 635",2006,635,55,2,14,2,0,0,8
"2006 636",2006,636,53,1,15,2,12,1,1
"2006 637",2006,637,40,2,18,4,12,0,0
"2006 638",2006,638,69,1,10,0,12,1,0
"2006 639",2006,639,55,2,12,1,12,0,0
"2006 640",2006,640,21,2,15,1,0,1,1
"2006 641",2006,641,62,1,14,1,5,1,1
"2006 642",2006,642,47,2,14,1,13,0,0
"2006 643",2006,643,46,2,16,3,0,1,0
"2006 644",2006,644,75,1,16,3,0,0,0
"2006 645",2006,645,67,1,11,0,0,1,0
"2006 646",2006,646,82,2,14,1,0,0,0
"2006 647",2006,647,33,2,13,1,99,0,0
"2006 648",2006,648,50,2,19,3,12,0,0
"2006 649",2006,649,61,2,16,2,0,0,1
"2006 650",2006,650,51,2,12,1,9,1,0
"2006 651",2006,651,60,2,12,0,12,0,4
"2006 652",2006,652,41,1,14,1,12,0,0
"2006 653",2006,653,34,1,10,0,0,0,0
"2006 654",2006,654,49,1,12,1,12,0,2
"2006 655",2006,655,58,2,18,4,12,0,0
"2006 656",2006,656,48,2,12,1,10,0,0
"2006 657",2006,657,31,2,14,1,12,1,0
"2006 658",2006,658,60,2,14,0,0,1,1
"2006 659",2006,659,52,2,16,2,10,0,0
"2006 660",2006,660,45,1,9,0,10,0,0
"2006 661",2006,661,18,2,11,0,1,0,1
"2006 662",2006,662,35,1,12,1,12,1,0
"2006 663",2006,663,22,1,12,1,9,2,0
"2006 664",2006,664,60,2,12,1,0,1,0
"2006 665",2006,665,33,2,17,3,12,0,1
"2006 666",2006,666,57,2,13,1,0,1,1
"2006 667",2006,667,66,2,20,4,12,0,0
"2006 668",2006,668,66,2,16,3,0,1,1
"2006 669",2006,669,80,2,8,0,0,1,1
"2006 670",2006,670,51,1,15,1,12,0,1
"2006 671",2006,671,41,2,15,1,12,1,0
"2006 672",2006,672,22,1,15,2,10,1,1
"2006 673",2006,673,81,2,12,1,0,0,0
"2006 674",2006,674,20,2,13,1,98,0,1
"2006 675",2006,675,42,2,14,1,7,0,5
"2006 676",2006,676,51,1,14,2,12,0,0
"2006 677",2006,677,35,2,13,1,12,0,1
"2006 678",2006,678,37,2,16,3,12,1,1
"2006 679",2006,679,59,2,14,2,13,1,1
"2006 680",2006,680,56,1,16,3,12,0,0
"2006 681",2006,681,44,2,12,1,0,0,0
"2006 682",2006,682,32,1,19,4,12,0,0
"2006 683",2006,683,65,1,16,3,12,1,1
"2006 684",2006,684,60,2,12,1,98,0,0
"2006 685",2006,685,48,2,2,0,13,0,0
"2006 686",2006,686,66,2,16,3,13,2,2
"2006 687",2006,687,58,2,14,1,13,0,0
"2006 688",2006,688,48,1,16,3,10,1,0
"2006 689",2006,689,60,2,12,1,12,0,2
"2006 690",2006,690,39,2,14,2,12,0,0
"2006 691",2006,691,70,2,14,1,0,1,5
"2006 692",2006,692,81,1,16,3,0,0,0
"2006 693",2006,693,64,1,16,3,12,1,1
"2006 694",2006,694,19,2,11,0,0,1,1
"2006 695",2006,695,80,1,16,3,13,0,0
"2006 696",2006,696,63,1,20,4,12,0,0
"2006 697",2006,697,59,1,16,3,12,0,0
"2006 698",2006,698,25,1,16,3,10,1,0
"2006 699",2006,699,42,1,16,3,12,0,0
"2006 700",2006,700,53,2,12,1,0,0,0
"2006 701",2006,701,85,2,15,3,0,0,0
"2006 702",2006,702,48,1,15,1,10,1,0
"2006 703",2006,703,74,1,9,0,0,1,0
"2006 704",2006,704,46,1,16,3,12,2,0
"2006 705",2006,705,31,2,13,1,12,1,1
"2006 706",2006,706,29,2,12,1,12,2,3
"2006 707",2006,707,58,2,6,0,0,1,0
"2006 708",2006,708,51,1,8,0,0,1,0
"2006 709",2006,709,31,2,12,1,10,1,0
"2006 710",2006,710,32,2,14,1,12,1,8
"2006 711",2006,711,30,2,14,1,12,1,0
"2006 712",2006,712,19,1,10,0,0,2,4
"2006 713",2006,713,38,1,0,0,10,0,0
"2006 714",2006,714,43,1,16,1,98,1,9
"2006 715",2006,715,43,2,14,2,12,0,0
"2006 716",2006,716,99,1,13,1,12,0,0
"2006 717",2006,717,39,2,14,2,12,0,0
"2006 718",2006,718,63,2,12,1,0,1,0
"2006 719",2006,719,60,1,16,3,12,0,0
"2006 720",2006,720,59,2,16,3,12,0,0
"2006 721",2006,721,48,1,12,1,12,1,0
"2006 722",2006,722,52,1,18,3,12,0,1
"2006 723",2006,723,28,1,18,4,12,0,0
"2006 724",2006,724,81,2,13,1,0,1,1
"2006 725",2006,725,35,1,12,1,13,0,0
"2006 726",2006,726,30,1,14,0,12,0,0
"2006 727",2006,727,30,1,14,2,0,0,0
"2006 728",2006,728,26,2,14,2,13,0,0
"2006 729",2006,729,34,1,12,1,0,1,0
"2006 730",2006,730,30,2,14,2,12,0,0
"2006 731",2006,731,42,2,12,1,12,0,0
"2006 732",2006,732,21,1,14,2,12,1,0
"2006 733",2006,733,25,2,12,1,10,0,0
"2006 734",2006,734,99,2,18,4,13,0,0
"2006 735",2006,735,48,2,12,1,99,0,0
"2006 736",2006,736,19,2,13,1,0,0,0
"2006 737",2006,737,42,1,11,0,13,1,0
"2006 738",2006,738,21,1,12,1,1,1,0
"2006 739",2006,739,43,2,12,1,11,1,0
"2006 740",2006,740,61,1,13,1,12,1,0
"2006 741",2006,741,38,1,14,1,9,1,0
"2006 742",2006,742,19,2,10,0,0,1,0
"2006 743",2006,743,50,1,13,1,10,0,0
"2006 744",2006,744,25,2,11,0,9,0,3
"2006 745",2006,745,56,2,14,1,12,1,1
"2006 746",2006,746,42,2,16,2,7,1,1
"2006 747",2006,747,42,2,2,0,0,0,1
"2006 748",2006,748,49,1,17,3,10,0,0
"2006 749",2006,749,60,2,8,0,10,0,0
"2006 750",2006,750,51,2,11,0,10,1,0
"2006 751",2006,751,38,1,11,1,13,9,5
"2006 752",2006,752,31,1,12,1,12,2,0
"2006 753",2006,753,46,2,18,4,13,1,0
"2006 754",2006,754,63,2,8,0,0,0,0
"2006 755",2006,755,81,1,12,1,9,0,0
"2006 756",2006,756,73,1,15,1,0,1,0
"2006 757",2006,757,44,2,6,0,12,1,0
"2006 758",2006,758,36,2,14,2,9,0,0
"2006 759",2006,759,49,2,3,0,10,0,0
"2006 760",2006,760,26,2,14,2,12,0,0
"2006 761",2006,761,42,2,16,2,11,1,0
"2006 762",2006,762,26,1,9,0,10,0,0
"2006 763",2006,763,50,2,10,0,0,0,0
"2006 764",2006,764,39,2,12,1,0,0,0
"2006 765",2006,765,23,2,14,1,10,0,0
"2006 766",2006,766,44,2,12,1,99,0,0
"2006 767",2006,767,33,2,17,3,1,1,0
"2006 768",2006,768,39,2,18,3,12,0,0
"2006 769",2006,769,47,2,12,0,11,1,0
"2006 770",2006,770,46,2,13,1,99,0,0
"2006 771",2006,771,89,2,5,0,0,2,0
"2006 772",2006,772,34,2,19,2,11,1,0
"2006 773",2006,773,50,2,15,3,0,0,0
"2006 774",2006,774,22,2,13,1,9,1,2
"2006 775",2006,775,59,1,12,1,12,0,0
"2006 776",2006,776,62,1,20,4,12,0,0
"2006 777",2006,777,86,2,12,1,0,1,2
"2006 778",2006,778,25,1,10,0,99,0,2
"2006 779",2006,779,42,2,12,1,13,0,0
"2006 780",2006,780,58,2,12,1,0,1,0
"2006 781",2006,781,45,2,11,0,0,0,1
"2006 782",2006,782,39,2,9,1,0,0,0
"2006 783",2006,783,53,2,12,1,13,0,0
"2006 784",2006,784,60,2,14,1,0,0,0
"2006 785",2006,785,49,2,11,1,0,1,0
"2006 786",2006,786,25,2,12,1,11,1,1
"2006 787",2006,787,36,2,13,1,9,0,1
"2006 788",2006,788,18,1,11,0,0,1,0
"2006 789",2006,789,67,2,15,1,0,1,0
"2006 790",2006,790,30,2,11,1,5,2,3
"2006 791",2006,791,48,1,11,1,12,0,0
"2006 792",2006,792,48,2,18,3,13,1,3
"2006 793",2006,793,43,2,16,3,12,1,1
"2006 794",2006,794,78,2,18,4,0,1,1
"2006 795",2006,795,63,2,18,4,0,0,0
"2006 796",2006,796,54,2,20,4,12,0,0
"2006 797",2006,797,56,2,13,1,98,0,0
"2006 798",2006,798,37,2,20,4,0,1,1
"2006 799",2006,799,27,1,11,1,98,0,0
"2006 800",2006,800,48,1,15,2,0,0,0
"2006 801",2006,801,58,2,20,4,12,1,1
"2006 802",2006,802,42,1,14,1,12,0,0
"2006 803",2006,803,47,2,20,4,12,0,0
"2006 804",2006,804,56,2,12,1,0,1,0
"2006 805",2006,805,37,2,12,1,0,0,0
"2006 806",2006,806,77,2,12,1,99,0,1
"2006 807",2006,807,21,1,14,1,2,1,1
"2006 808",2006,808,37,1,10,0,12,0,1
"2006 809",2006,809,23,1,17,2,10,1,1
"2006 810",2006,810,41,2,16,2,11,1,1
"2006 811",2006,811,82,2,12,1,0,1,1
"2006 812",2006,812,50,2,16,4,9,1,0
"2006 813",2006,813,61,1,12,1,11,0,0
"2006 814",2006,814,40,2,16,3,12,0,0
"2006 815",2006,815,37,2,9,0,0,0,0
"2006 816",2006,816,44,2,15,2,8,0,0
"2006 817",2006,817,29,2,15,1,10,0,0
"2006 818",2006,818,19,1,9,0,1,2,0
"2006 819",2006,819,24,2,16,3,10,1,1
"2006 820",2006,820,44,2,12,1,5,0,0
"2006 821",2006,821,72,2,12,1,9,1,0
"2006 822",2006,822,27,2,2,0,12,0,1
"2006 823",2006,823,45,2,13,1,0,1,4
"2006 824",2006,824,53,1,11,0,13,1,1
"2006 825",2006,825,63,2,13,1,0,1,0
"2006 826",2006,826,46,2,13,1,9,0,0
"2006 827",2006,827,44,2,12,1,2,0,0
"2006 828",2006,828,58,2,12,1,0,1,2
"2006 829",2006,829,73,1,3,0,0,8,8
"2006 830",2006,830,58,1,14,2,0,1,1
"2006 831",2006,831,28,1,10,0,11,1,0
"2006 832",2006,832,20,2,12,1,5,0,1
"2006 833",2006,833,43,2,12,1,4,1,1
"2006 834",2006,834,44,2,10,1,99,0,0
"2006 835",2006,835,42,2,13,1,12,0,0
"2006 836",2006,836,48,2,9,1,9,1,0
"2006 837",2006,837,56,1,15,2,12,1,1
"2006 838",2006,838,26,1,16,3,12,1,0
"2006 839",2006,839,53,1,14,2,0,1,4
"2006 840",2006,840,38,1,14,1,12,0,1
"2006 841",2006,841,68,1,14,1,0,2,0
"2006 842",2006,842,49,2,19,4,10,0,0
"2006 843",2006,843,50,2,16,3,12,0,1
"2006 844",2006,844,30,1,16,2,12,0,1
"2006 845",2006,845,44,2,14,1,12,1,0
"2006 846",2006,846,43,2,12,1,3,1,2
"2006 847",2006,847,45,1,18,4,12,1,1
"2006 848",2006,848,47,1,12,1,12,0,0
"2006 849",2006,849,55,2,16,4,12,0,0
"2006 850",2006,850,45,1,13,1,3,0,0
"2006 851",2006,851,35,2,11,1,0,0,0
"2006 852",2006,852,58,2,12,1,0,1,0
"2006 853",2006,853,53,1,16,3,12,1,1
"2006 854",2006,854,19,1,13,1,12,1,3
"2006 855",2006,855,25,1,14,2,12,2,1
"2006 856",2006,856,48,1,14,1,12,8,0
"2006 857",2006,857,62,2,14,1,0,0,2
"2006 858",2006,858,26,2,11,0,3,0,0
"2006 859",2006,859,38,2,6,0,0,1,0
"2006 860",2006,860,70,2,9,0,0,0,0
"2006 861",2006,861,20,1,12,1,98,0,9
"2006 862",2006,862,28,2,5,0,11,1,0
"2006 863",2006,863,70,1,7,0,0,1,5
"2006 864",2006,864,61,2,13,1,12,0,1
"2006 865",2006,865,68,2,11,0,13,1,2
"2006 866",2006,866,28,1,11,0,98,1,0
"2006 867",2006,867,99,1,6,0,98,0,0
"2006 868",2006,868,77,1,16,3,0,0,0
"2006 869",2006,869,28,1,8,0,12,0,0
"2006 870",2006,870,54,2,18,4,13,1,3
"2006 871",2006,871,50,2,13,1,12,1,0
"2006 872",2006,872,23,2,15,1,12,0,1
"2006 873",2006,873,44,1,14,2,12,1,0
"2006 874",2006,874,48,1,14,1,11,1,0
"2006 875",2006,875,68,1,16,3,0,1,0
"2006 876",2006,876,33,1,12,1,12,0,0
"2006 877",2006,877,70,1,14,1,0,0,0
"2006 878",2006,878,30,1,14,1,99,0,1
"2006 879",2006,879,42,1,15,2,10,0,0
"2006 880",2006,880,81,2,13,1,0,1,1
"2006 881",2006,881,40,2,12,1,12,0,0
"2006 882",2006,882,74,2,14,1,0,2,1
"2006 883",2006,883,40,2,9,0,0,0,0
"2006 884",2006,884,42,2,16,1,12,1,2
"2006 885",2006,885,24,2,16,3,12,0,0
"2006 886",2006,886,64,2,12,1,0,0,0
"2006 887",2006,887,31,2,6,0,98,0,0
"2006 888",2006,888,39,2,15,1,0,0,0
"2006 889",2006,889,35,1,18,4,12,1,1
"2006 890",2006,890,54,2,13,1,98,0,1
"2006 891",2006,891,41,1,16,1,98,2,0
"2006 892",2006,892,67,2,9,0,0,0,0
"2006 893",2006,893,63,1,0,0,0,0,0
"2006 894",2006,894,54,2,12,1,0,0,0
"2006 895",2006,895,55,2,14,1,12,2,0
"2006 896",2006,896,38,1,18,4,12,1,3
"2006 897",2006,897,41,1,15,1,12,0,0
"2006 898",2006,898,29,2,11,1,11,0,0
"2006 899",2006,899,25,2,13,1,0,1,0
"2006 900",2006,900,38,1,13,1,0,1,2
"2006 901",2006,901,47,2,13,1,12,0,0
"2006 902",2006,902,39,2,14,1,12,1,1
"2006 903",2006,903,43,2,9,0,3,1,2
"2006 904",2006,904,40,2,14,2,0,1,0
"2006 905",2006,905,53,2,14,1,12,0,0
"2006 906",2006,906,46,2,12,1,12,1,0
"2006 907",2006,907,36,1,11,1,12,1,1
"2006 908",2006,908,32,2,14,1,12,1,2
"2006 909",2006,909,72,2,11,1,0,0,0
"2006 910",2006,910,37,2,14,2,0,0,0
"2006 911",2006,911,28,1,12,1,10,0,0
"2006 912",2006,912,42,2,15,1,12,0,0
"2006 913",2006,913,35,1,14,1,12,0,0
"2006 914",2006,914,33,2,12,1,10,0,0
"2006 915",2006,915,81,2,16,3,0,0,0
"2006 916",2006,916,55,1,14,1,4,1,1
"2006 917",2006,917,37,2,14,1,12,1,1
"2006 918",2006,918,50,2,16,3,12,1,1
"2006 919",2006,919,48,1,15,1,12,1,0
"2006 920",2006,920,41,2,14,2,12,1,0
"2006 921",2006,921,34,1,18,4,12,1,0
"2006 922",2006,922,34,2,15,1,13,0,1
"2006 923",2006,923,29,2,16,3,0,0,0
"2006 924",2006,924,48,1,14,1,12,0,0
"2006 925",2006,925,33,2,12,1,12,0,0
"2006 926",2006,926,50,2,6,0,0,0,0
"2006 927",2006,927,30,2,16,3,0,1,0
"2006 928",2006,928,62,2,12,1,0,1,1
"2006 929",2006,929,76,1,14,1,0,1,0
"2006 930",2006,930,43,2,16,3,12,0,1
"2006 931",2006,931,33,2,16,3,12,0,0
"2006 932",2006,932,50,1,12,1,10,0,0
"2006 933",2006,933,57,2,0,0,10,1,0
"2006 934",2006,934,47,2,14,1,12,1,1
"2006 935",2006,935,26,1,12,1,10,0,0
"2006 936",2006,936,45,2,9,0,3,0,0
"2006 937",2006,937,49,2,12,1,12,0,0
"2006 938",2006,938,26,2,12,1,12,0,0
"2006 939",2006,939,85,2,6,0,0,1,1
"2006 940",2006,940,51,2,18,4,12,1,0
"2006 941",2006,941,66,2,16,3,9,1,0
"2006 942",2006,942,30,2,12,1,12,1,1
"2006 943",2006,943,49,2,12,1,12,0,0
"2006 944",2006,944,33,1,99,3,12,0,0
"2006 945",2006,945,55,1,14,3,0,1,0
"2006 946",2006,946,22,1,14,1,12,0,0
"2006 947",2006,947,55,2,14,1,12,1,1
"2006 948",2006,948,42,1,12,1,12,0,0
"2006 949",2006,949,63,1,12,1,12,1,0
"2006 950",2006,950,38,2,6,0,10,0,0
"2006 951",2006,951,79,2,12,1,0,1,0
"2006 952",2006,952,42,1,11,0,12,1,0
"2006 953",2006,953,45,1,0,0,12,1,0
"2006 954",2006,954,31,2,6,0,9,1,0
"2006 955",2006,955,58,2,12,1,0,1,0
"2006 956",2006,956,38,2,12,1,12,0,0
"2006 957",2006,957,43,1,10,0,6,0,0
"2006 958",2006,958,34,1,3,0,12,0,0
"2006 959",2006,959,56,2,0,0,0,1,1
"2006 960",2006,960,46,2,18,4,12,1,0
"2006 961",2006,961,41,2,14,2,11,0,0
"2006 962",2006,962,49,1,16,3,12,2,0
"2006 963",2006,963,31,2,16,3,12,0,0
"2006 964",2006,964,48,1,16,3,12,0,0
"2006 965",2006,965,32,2,19,4,12,1,0
"2006 966",2006,966,79,2,7,0,98,1,2
"2006 967",2006,967,29,1,16,3,12,0,0
"2006 968",2006,968,36,1,16,3,12,2,5
"2006 969",2006,969,29,2,14,2,12,1,1
"2006 970",2006,970,43,2,14,2,0,1,0
"2006 971",2006,971,42,1,18,4,12,0,1
"2006 972",2006,972,30,2,18,4,12,1,0
"2006 973",2006,973,44,1,16,3,12,0,0
"2006 974",2006,974,48,1,16,3,12,1,2
"2006 975",2006,975,52,2,12,1,11,0,0
"2006 976",2006,976,48,2,16,3,0,0,0
"2006 977",2006,977,60,1,16,4,13,1,0
"2006 978",2006,978,41,1,18,4,12,0,0
"2006 979",2006,979,30,2,18,4,12,0,1
"2006 980",2006,980,39,1,16,3,12,0,0
"2006 981",2006,981,58,1,16,3,12,0,0
"2006 982",2006,982,40,2,17,4,0,0,1
"2006 983",2006,983,30,2,16,3,0,0,0
"2006 984",2006,984,42,2,16,3,12,1,2
"2006 985",2006,985,40,2,16,3,2,1,1
"2006 986",2006,986,44,1,16,3,12,1,0
"2006 987",2006,987,52,2,16,3,0,1,0
"2006 988",2006,988,19,2,12,1,0,1,0
"2006 989",2006,989,52,1,18,4,12,0,0
"2006 990",2006,990,52,1,12,1,12,1,1
"2006 991",2006,991,41,2,16,3,12,0,0
"2006 992",2006,992,37,1,16,3,12,0,0
"2006 993",2006,993,47,2,16,3,12,0,0
"2006 994",2006,994,42,2,14,1,4,0,0
"2006 995",2006,995,33,2,8,0,10,1,0
"2006 996",2006,996,44,1,14,1,13,0,0
"2006 997",2006,997,68,1,12,1,0,1,1
"2006 998",2006,998,32,2,18,4,12,0,0
"2006 999",2006,999,37,2,13,1,11,0,0
"20061000",2006,1000,62,1,9,0,0,1,0
"20061001",2006,1001,49,2,12,1,0,0,0
"20061002",2006,1002,44,2,12,1,11,0,0
"20061003",2006,1003,56,1,2,0,2,0,0
"20061004",2006,1004,56,2,14,1,0,0,0
"20061005",2006,1005,43,1,16,3,12,1,0
"20061006",2006,1006,52,2,16,3,12,2,4
"20061007",2006,1007,45,1,20,4,12,1,1
"20061008",2006,1008,33,1,16,3,12,0,0
"20061009",2006,1009,39,1,14,1,0,0,0
"20061010",2006,1010,62,2,18,4,98,1,0
"20061011",2006,1011,45,2,13,1,0,1,0
"20061012",2006,1012,39,1,15,2,12,0,0
"20061013",2006,1013,74,2,17,3,0,2,4
"20061014",2006,1014,59,2,12,1,12,1,0
"20061015",2006,1015,49,1,12,1,9,1,0
"20061016",2006,1016,28,2,9,0,0,1,0
"20061017",2006,1017,26,2,5,0,1,0,0
"20061018",2006,1018,24,1,12,1,10,0,1
"20061019",2006,1019,39,2,12,1,9,1,0
"20061020",2006,1020,29,2,16,3,0,1,1
"20061021",2006,1021,53,1,1,0,12,1,0
"20061022",2006,1022,38,1,19,4,12,0,0
"20061023",2006,1023,77,1,16,3,0,0,0
"20061024",2006,1024,35,2,16,3,12,0,1
"20061025",2006,1025,39,2,20,4,0,1,0
"20061026",2006,1026,28,1,18,4,12,0,0
"20061027",2006,1027,82,1,12,1,12,2,0
"20061028",2006,1028,34,1,7,0,10,1,0
"20061029",2006,1029,20,1,13,1,2,1,2
"20061030",2006,1030,61,2,14,1,10,1,0
"20061031",2006,1031,29,2,12,1,2,1,2
"20061032",2006,1032,39,1,12,1,11,1,1
"20061033",2006,1033,28,2,14,1,0,0,0
"20061034",2006,1034,54,1,14,2,11,0,0
"20061035",2006,1035,70,1,8,0,0,0,0
"20061036",2006,1036,53,2,12,1,6,1,1
"20061037",2006,1037,55,1,14,2,12,0,0
"20061038",2006,1038,37,1,14,1,0,1,0
"20061039",2006,1039,51,2,0,0,0,0,0
"20061040",2006,1040,20,1,6,0,4,0,0
"20061041",2006,1041,63,1,19,4,12,0,0
"20061042",2006,1042,40,1,12,1,0,1,0
"20061043",2006,1043,37,2,9,0,0,0,0
"20061044",2006,1044,38,2,16,1,12,0,0
"20061045",2006,1045,44,2,14,1,13,0,0
"20061046",2006,1046,46,1,12,1,12,1,0
"20061047",2006,1047,46,2,15,1,0,2,4
"20061048",2006,1048,52,1,12,1,0,0,0
"20061049",2006,1049,22,2,14,1,2,0,0
"20061050",2006,1050,28,2,9,0,0,0,0
"20061051",2006,1051,43,2,14,2,0,1,8
"20061052",2006,1052,41,2,15,1,0,0,0
"20061053",2006,1053,22,2,11,0,0,0,0
"20061054",2006,1054,25,2,12,1,11,0,0
"20061055",2006,1055,29,2,10,1,0,0,1
"20061056",2006,1056,36,1,14,2,12,1,0
"20061057",2006,1057,52,1,18,4,12,0,0
"20061058",2006,1058,49,2,16,3,4,0,0
"20061059",2006,1059,62,2,13,1,9,0,0
"20061060",2006,1060,41,2,19,4,11,1,1
"20061061",2006,1061,58,1,16,3,12,2,5
"20061062",2006,1062,20,1,13,1,2,0,0
"20061063",2006,1063,62,2,12,1,13,0,0
"20061064",2006,1064,64,1,16,3,12,0,0
"20061065",2006,1065,66,2,12,1,0,0,0
"20061066",2006,1066,30,1,17,4,4,0,0
"20061067",2006,1067,41,1,16,3,12,0,0
"20061068",2006,1068,43,2,16,3,0,0,0
"20061069",2006,1069,52,1,14,1,0,1,0
"20061070",2006,1070,44,2,7,0,0,0,0
"20061071",2006,1071,20,2,14,1,5,0,0
"20061072",2006,1072,32,2,12,1,0,1,1
"20061073",2006,1073,24,2,17,3,8,1,0
"20061074",2006,1074,37,1,19,4,12,0,0
"20061075",2006,1075,66,2,7,0,0,1,0
"20061076",2006,1076,44,1,19,4,12,0,0
"20061077",2006,1077,35,2,18,3,0,0,0
"20061078",2006,1078,34,2,13,1,3,0,0
"20061079",2006,1079,27,2,18,3,12,0,0
"20061080",2006,1080,47,1,7,0,98,0,0
"20061081",2006,1081,25,1,13,1,12,1,0
"20061082",2006,1082,32,1,12,1,12,0,0
"20061083",2006,1083,83,1,12,1,0,0,1
"20061084",2006,1084,37,2,7,0,9,0,0
"20061085",2006,1085,24,2,16,1,3,0,0
"20061086",2006,1086,65,1,9,0,13,0,0
"20061087",2006,1087,55,1,20,4,0,0,0
"20061088",2006,1088,44,2,16,3,13,0,1
"20061089",2006,1089,66,1,16,3,0,1,1
"20061090",2006,1090,42,2,16,3,12,0,0
"20061091",2006,1091,52,1,20,4,12,0,0
"20061092",2006,1092,50,1,14,1,12,0,0
"20061093",2006,1093,76,1,20,4,0,1,1
"20061094",2006,1094,44,2,13,2,9,1,0
"20061095",2006,1095,68,1,16,3,0,0,1
"20061096",2006,1096,70,2,12,1,0,1,1
"20061097",2006,1097,50,1,16,3,12,1,0
"20061098",2006,1098,62,1,16,3,12,0,2
"20061099",2006,1099,45,1,13,1,12,1,2
"20061100",2006,1100,69,1,18,4,12,1,1
"20061101",2006,1101,88,2,16,3,0,0,0
"20061102",2006,1102,54,2,16,3,12,1,0
"20061103",2006,1103,69,1,20,4,12,0,0
"20061104",2006,1104,86,2,14,1,0,0,0
"20061105",2006,1105,70,2,12,1,0,0,1
"20061106",2006,1106,57,2,13,1,12,0,1
"20061107",2006,1107,79,2,11,0,0,1,0
"20061108",2006,1108,45,2,12,1,0,1,0
